Company Name,Address,Phone,Mail,Website,Services Text,Services Html,PageUrl
ABBOTTS COUNTRYWIDE LETTINGS,"39-41 King Street, Bury St. Edmunds, IP28 7EZ, Great Britain",01638280116,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									39-41 King Street, Bury St. Edmunds, IP28 7EZ, Great Britain <br>
									
									01638280116
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-4.html
ABBOTTS COUNTRYWIDE LETTINGS,"124 High Street, Newmarket, CB8 8JP, Great Britain",01638389652,,//www.abbotts.co.uk,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									124 High Street, Newmarket, CB8 8JP, Great Britain <br>
									
									01638389652
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-2.html
ABBOTTS COUNTRYWIDE LETTINGS,"41 Prince Of Wales Road, Cromer, NR27 9HS, Great Britain",01263840036,,//www.abbotts.co.uk,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									41 Prince Of Wales Road, Cromer, NR27 9HS, Great Britain <br>
									
									01263840036
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-3.html
ABBOTTS COUNTRYWIDE,"3 Butter Market, Ipswich, IP1 1BB, Great Britain",01473200493,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									3 Butter Market, Ipswich, IP1 1BB, Great Britain <br>
									
									01473200493
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-4.html
ABBOTTS COUNTRYWIDE,"149 High Street, Great Yarmouth, NR31 6RB, Great Britain",01493688169,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									149 High Street, Great Yarmouth, NR31 6RB, Great Britain <br>
									
									01493688169
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-3.html
ABBOTTS COUNTRYWIDE,"16 Bridge Street, Downham Market, PE38 9DH, Great Britain",01366359011,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									16 Bridge Street, Downham Market, PE38 9DH, Great Britain <br>
									
									01366359011
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-5.html
ABBOTTS COUNTRYWIDE LETTINGS,"113 High Street, Colchester, CO1 1TB, Great Britain",01206203403,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									113 High Street, Colchester, CO1 1TB, Great Britain <br>
									
									01206203403
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings.html
ABBOTTS COUNTRYWIDE,"53 Southernhay, Basildon, SS14 1EU, Great Britain",01268912321,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									53 Southernhay, Basildon, SS14 1EU, Great Britain <br>
									
									01268912321
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-7.html
ABBOTTS COUNTRYWIDE LETTINGS,"60 Regent Street, Cambridge, CB2 1DP, Great Britain",01223258381,,//www.abbotts.co.uk,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									60 Regent Street, Cambridge, CB2 1DP, Great Britain <br>
									
									01223258381
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-5.html
ABBOTTS COUNTRYWIDE,"46 Broadway, Leigh-On-Sea, SS9 1AG, Great Britain",01702272721,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									46 Broadway, Leigh-On-Sea, SS9 1AG, Great Britain <br>
									
									01702272721
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-6.html
ABBOTTS COUNTRYWIDE,"45a High Street, Haverhill, CB9 8AH, Great Britain",01440869007,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									45a High Street, Haverhill, CB9 8AH, Great Britain <br>
									
									01440869007
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-10.html
ABBOTTS COUNTRYWIDE,"4 High Street, Stowmarket, IP14 6QH, Great Britain",01728469432,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									4 High Street, Stowmarket, IP14 6QH, Great Britain <br>
									
									01728469432
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-9.html
ABBOTTS COUNTRYWIDE,"165-167 South Street, Romford, RM1 1PS, Great Britain",01708288397,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									165-167 South Street, Romford, RM1 1PS, Great Britain <br>
									
									01708288397
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-13.html
ABBOTTS COUNTRYWIDE,"5 Market Place, Swaffham, PE37 7AB, Great Britain",01760709174,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									5 Market Place, Swaffham, PE37 7AB, Great Britain <br>
									
									01760709174
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-8.html
ABBOTTS COUNTRYWIDE,"17 Duke Street, Chelmsford, CM1 1HP, Great Britain",01245898694,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									17 Duke Street, Chelmsford, CM1 1HP, Great Britain <br>
									
									01245898694
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-11.html
ABBOTTS COUNTRYWIDE,"1 Market Place, Holt, NR25 6BE, Great Britain",01263569193,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									1 Market Place, Holt, NR25 6BE, Great Britain <br>
									
									01263569193
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-12.html
ABBOTTS COUNTRYWIDE LETTINGS,"128 High Street, Rayleigh, SS6 7BU, Great Britain",01268912330,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings</h6>
								<p>
									128 High Street, Rayleigh, SS6 7BU, Great Britain <br>
									
									01268912330
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-6.html
ABBOTTS COUNTRYWIDE,"43 Exchange Street, Norwich, NR2 1DP, Great Britain",01603605638,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									43 Exchange Street, Norwich, NR2 1DP, Great Britain <br>
									
									01603605638
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-14.html
ABBOTTS COUNTRYWIDE,"185a Reepham Road, Norwich, NR6 5NZ, Great Britain",01603605635,hellesdon@abbottscountrywide.co.uk,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									185a Reepham Road, Norwich, NR6 5NZ, Great Britain <br>
									
										<a href=""mailto:hellesdon@abbottscountrywide.co.uk"" target=""_top"">hellesdon@abbottscountrywide.co.uk</a> <br>
									
									01603605635
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-17.html
ABBOTTS COUNTRYWIDE,"41 Prince Of Wales Road, Cromer, NR27 9HS, Great Britain",01263569194,,//www.abbotts.co.uk,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									41 Prince Of Wales Road, Cromer, NR27 9HS, Great Britain <br>
									
									01263569194
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-15.html
ABBOTTS COUNTRYWIDE,"149 High Road, Loughton, IG10 4LZ, Great Britain",02082617081,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide </h6>
								<p>
									149 High Road, Loughton, IG10 4LZ, Great Britain <br>
									
									02082617081
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-16.html
ABBOTTS COUNTRYWIDE,"46 High Street, Ipswich, IP7 5AL, Great Britain",01473200499,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									46 High Street, Ipswich, IP7 5AL, Great Britain <br>
									
									01473200499
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-19.html
ABBOTTS COUNTRYWIDE LETTINGS,"1 Risbygate Street, Bury St Edmunds, IP33 3AA, Great Britain",01284799536,,//www.abbotts.co.uk,"['Residential Property Management', 'Residential Lettings']","
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									1 Risbygate Street, Bury St Edmunds, IP33 3AA, Great Britain <br>
									
									01284799536
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Property Management</li>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-8.html
ABBOTTS COUNTRYWIDE,"93 Newland Street, Witham, CM8 1AA, Great Britain",01376396032,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									93 Newland Street, Witham, CM8 1AA, Great Britain <br>
									
									01376396032
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-20.html
ABBOTTS COUNTRYWIDE LETTINGS,"43 Exchange Street, Norwich, NR2 1DP, Great Britain",01603605637,,http://www.abbotts.co.uk/,['Residential Lettings'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									43 Exchange Street, Norwich, NR2 1DP, Great Britain <br>
									
									01603605637
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-7.html
ABBOTTS COUNTRYWIDE,"59 Thoroughfare, Halesworth, IP19 8AR, Great Britain",01986749136,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									59 Thoroughfare, Halesworth, IP19 8AR, Great Britain <br>
									
									01986749136
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-21.html
ABBOTTS COUNTRYWIDE,"39-41 King Street, Bury St. Edmunds, IP28 7EZ, Great Britain",01638389653,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									39-41 King Street, Bury St. Edmunds, IP28 7EZ, Great Britain <br>
									
									01638389653
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-22.html
ABBOTTS COUNTRYWIDE,"67 Station Road, Clacton-On-Sea, CO15 1SB, Great Britain",01255407003,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									67 Station Road, Clacton-On-Sea, CO15 1SB, Great Britain <br>
									
									01255407003
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-18.html
ABBOTTS COUNTRYWIDE,"2 Riverside Centre, Norwich, NR12 8AJ, Great Britain",01603605640,,http://www.abbotts.co.uk/,['Residential Sales'],"
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide</h6>
								<p>
									2 Riverside Centre, Norwich, NR12 8AJ, Great Britain <br>
									
									01603605640
								</p>
								
									<p>
										<a href=""http://www.abbotts.co.uk/"" target=""_blank"">http://www.abbotts.co.uk/ <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-23.html
ABBOTTS COUNTRYWIDE LETTINGS,"16 Bridge Street, Downham Market, PE38 9DH, Great Britain",01366560025,,//www.abbotts.co.uk,"['Residential Lettings', 'Residential Sales']","
						<div class=""member-directory-detail"">
							<div class=""logo"">
								
									<span class=""img-placeholder"">
										
											A
										
									</span>
								

							</div>
							<div class=""details"">
								<h6>Abbotts Countrywide Lettings </h6>
								<p>
									16 Bridge Street, Downham Market, PE38 9DH, Great Britain <br>
									
									01366560025
								</p>
								
									<p>
										<a href=""//www.abbotts.co.uk"" target=""_blank"">www.abbotts.co.uk <span class=""ico-propm-external-link""></span></a>
									</p>
								
							</div>
						</div>

						<p></p>

						
							<br>
							<h6>Services</h6>

							<div class=""panel bg-green-light"">
								<div class=""panel-body"">
									<ul>
										
											<li>Residential Lettings</li>
										
											<li>Residential Sales</li>
										
									</ul>
								</div>
							</div>
						


						<br>

						
					",https://www.propertymark.co.uk/company/abbotts-countrywide-lettings-9.html
